source,target_cleaned,score,key_ingredient,seasonality,ingredient,accompaniment,avoid,target_raw,
sage,rice,1,,,,,,rice,
sage,rich dishes,1,,,,,,rich dishes,
sage,rosemary,2,,,,,,rosemary,
sage,"salad, pasta",1,,,,,,salads pasta,
sage,"salad, potato",1,,,,,,salads potato,
sage,sausage,2,,,,,,sausages,
sage,savory,2,,,,,,savory,
sage,shellfish,2,,,,,,shellfish,
sage,shrimp,1,,,,,,shrimp,
sage,skate,1,,,,,,skate,
sage,slow-cooked dishes,1,,,,,,slow-cooked dishes,
sage,soup,2,,,,,,"soups, esp. legumes",
sage,"soup, legumes",3,,,,,,"soups, esp. legumes",
sage,spanish cuisine,1,,,,,,spanish cuisine,
sage,"squash, winter",2,,,,,,"squash, winter",
sage,stew,2,,,,,,stews,
sage,stock,1,,,,,,stocks,
sage,stuffing,1,,,,,,"oysters (e.g., stuffing)",
sage,stuffing,3,,,,,,stuffing,
sage,swordfish,1,,,,,,swordfish,
sage,thyme,2,,,,,,thyme,
sage,tomato,2,,,,,,tomatoes,
sage,tuna,1,,,,,,tuna,
sage,turkey,2,,,,,,turkey,
sage,veal,2,,,,,,veal,
sage,vegetables,1,,,,,,"vegetables, esp. root",
sage,"vegetables, root",2,,,,,,"vegetables, esp. root",
sage,walnuts,1,,,,,,walnuts,
sage,wine,1,,,,,,"wine, esp. white",
sage,"wine, white",2,,,,,,"wine, esp. white",
sake,cucumber,1,,,,,,cucumber,
sake,fish,1,,,,,,fish,
sake,gin,1,,,,,,gin,
sake,japanese cuisine,3,,,,,,japanese cuisine,
sake,"lemon, juice",1,,,,,,lemon juice,
sake,"lime, juice",1,,,,,,lime juice,
sake,salad,1,,,,,,salads,
sake,sashimi,1,,,,,,sashimi and sushi,
sake,shellfish,1,,,,,,shellfish,
sake,sugar,1,,,,,,sugar (simple syrup),
sake,sushi,1,,,,,,sashimi and sushi,
sake,vodka,1,,,,,,vodka,
salmon,anchovies,1,,,,,,anchovies,
salmon,apple,1,,,,,,"apples, esp. Golden Delicious or Granny Smith, and apple cider",
salmon,apple cider,2,,,,,,"apples, esp. Golden Delicious or Granny Smith, and apple cider",
salmon,"apple, Golden Delicious",2,,,,,,"apples, esp. Golden Delicious or Granny Smith, and apple cider",
salmon,"apple, granny smith",2,,,,,,"apples, esp. Golden Delicious or Granny Smith, and apple cider",
salmon,artichoke hearts,1,,,,,,artichoke hearts,
salmon,arugula,1,,,,,,arugula,
salmon,asparagus,2,,,,1,,asparagus (accompaniment),
salmon,bacon,2,,,,,,bacon,
salmon,barbecue sauce,1,,,,,,barbecue sauce,
salmon,basil,2,,,,,,"basil: leaf, oil",
salmon,bass,1,,,,,,bass,
salmon,bay leaf,2,,,,,,bay leaf,
salmon,"beans, fava",2,,,,,,"beans: fava, flageolets, white",
salmon,"beans, flageolet",2,,,,,,"beans: fava, flageolets, white",
salmon,"beans, white",2,,,,,,"beans: fava, flageolets, white",
salmon,beets,1,,,,,,beets,
salmon,"bread crumbs, panko",1,,,,,,"bread crumbs: regular, panko",
salmon,"bread crumbs, regular",1,,,,,,"bread crumbs: regular, panko",
salmon,Brussels sprouts,1,,,,,,Brussels sprouts,
salmon,"butter, unsalted",3,,,,,,"BUTTER, unsalted",
salmon,cabbage,1,,,,,,"cabbage, esp. green, savoy",
salmon,"cabbage, green",2,,,,,,"cabbage, esp. green, savoy",
salmon,"cabbage, savoy",2,,,,,,"cabbage, esp. green, savoy",
salmon,capers,1,,,,,,capers,
salmon,cardamom,1,,,,,,cardamom,
salmon,carrot,2,,,,,,carrots,
salmon,caviar,1,,,,,,caviar,
salmon,cayenne,1,,,,,,cayenne,
salmon,celery,1,,,,,,celery,
salmon,chervil,2,,,,,,chervil,
salmon,"chile pepper, dried",2,,,,,,"chile peppers: dried, fresh, green, jalapeño, red, Thai",
salmon,"chile pepper, fresh",2,,,,,,"chile peppers: dried, fresh, green, jalapeño, red, Thai",
salmon,"chile pepper, green",2,,,,,,"chile peppers: dried, fresh, green, jalapeño, red, Thai",
salmon,"chile pepper, jalapeño",2,,,,,,"chile peppers: dried, fresh, green, jalapeño, red, Thai",
salmon,"chile pepper, red",2,,,,,,"chile peppers: dried, fresh, green, jalapeño, red, Thai",
salmon,"chile pepper, Thai",2,,,,,,"chile peppers: dried, fresh, green, jalapeño, red, Thai",
salmon,chive,3,,,,1,,CHIVES (garnish),
salmon,cilantro,1,,,,,,cilantro,
salmon,cinnamon,1,,,,,,cinnamon,
salmon,citrus,1,,,,,,citrus,
salmon,clove,1,,,,,,cloves,
salmon,coconut milk,1,,,,,,"coconut: shredded, milk",
salmon,"coconut, shredded",1,,,,,,"coconut: shredded, milk",
salmon,cognac,1,,,,,,cognac,
salmon,coriander,2,,,,,,coriander,
salmon,corn,1,,,,,,corn,
salmon,cornichons,1,,,,,,cornichons,
salmon,crab,1,,,,,,crab,
salmon,cream cheese,1,,,,,,cream cheese,
salmon,"cream, heavy",3,,,,,,"CREAM, HEAVY",
salmon,crème fraîche,2,,,,,,crème fraîche,
salmon,cucumber,2,,,,,,cucumbers,
salmon,cumin,1,,,,,,cumin,
salmon,"curry, leaves",1,,,,,,"curry: leaves, powder, sauce (esp. red)",
salmon,"curry, powder",1,,,,,,"curry: leaves, powder, sauce (esp. red)",
salmon,"curry, sauce, red",2,,,,,,"curry: leaves, powder, sauce (esp. red)",
salmon,daikon,1,,,,,,daikon,
salmon,dill,2,,,,,,dill,
salmon,"egg, hard-boiled",1,,,,,,"eggs: hard-boiled, scrambled",
salmon,"egg, scrambled",1,,,,,,"eggs: hard-boiled, scrambled",
salmon,fennel,2,,,,,,fennel,
salmon,"fennel, seeds",2,,,,,,fennel seeds,
salmon,fenugreek,1,,,,,,fenugreek seeds,
salmon,garlic,3,,,,,,GARLIC,
salmon,"ginger, fresh",2,,,,,,ginger: fresh,
salmon,"grapefruit, juice",1,,,,,,"grapefruit: juice, zest",
salmon,"grapefruit, zest",1,,,,,,"grapefruit: juice, zest",
salmon,"greens, bitter",1,,,,,,"greens, bitter",
salmon,horseradish,2,,,,,,horseradish,
salmon,hot sauce,2,,,,,,Tabasco sauce,
salmon,juniper,1,,,,,,juniper berries,
salmon,kelp,1,,,,,,kelp,
salmon,leek,1,,,,,,leeks,
salmon,"lemon, juice",3,,,,,,"LEMON: juice, zest",
salmon,"lemon, preserved",1,,,,,,"lemon, preserved",
salmon,"lemon, zest",3,,,,,,"LEMON: juice, zest",
salmon,lemongrass,1,,,,,,lemongrass,
salmon,lentils,3,,,,,,LENTILS,
salmon,lettuce,1,,,,,,"lettuces (e.g., frisée)",
salmon,"lettuce, frisée",1,,,,,,"lettuces (e.g., frisée)",
salmon,licorice,1,,,,,,licorice,
salmon,"lime, juice",3,,,,,,"LIME: juice, leaves, zest",
salmon,"lime, leaves",3,,,,,,"LIME: juice, leaves, zest",
salmon,"lime, zest",3,,,,,,"LIME: juice, leaves, zest",
salmon,lovage,1,,,,,,lovage,
salmon,mango,1,,,,,,mangoes,
salmon,marjoram,1,,,,,,marjoram,
salmon,mayonnaise,1,,,,,,mayonnaise,
salmon,mint,2,,,,,,"mint, esp. spearmint",
salmon,"mint, spearmint",2,,,,,,"mint, esp. spearmint",
salmon,mirepoix,1,,,,,,mirepoix,
salmon,mirin,1,,,,,,mirin,
salmon,"miso, white",1,,,,,,"miso, white",
salmon,mushroom,2,,,,,,"mushrooms, esp. black trumpet, button, chanterelles, cremini, morels,",
salmon,"mushroom, black trumpet",3,,,,,,"mushrooms, esp. black trumpet, button, chanterelles, cremini, morels,",
salmon,"mushroom, button",3,,,,,,"mushrooms, esp. black trumpet, button, chanterelles, cremini, morels,",
salmon,"mushroom, chanterelle",3,,,,,,"mushrooms, esp. black trumpet, button, chanterelles, cremini, morels,",
salmon,"mushroom, cremini",3,,,,,,"mushrooms, esp. black trumpet, button, chanterelles, cremini, morels,",
salmon,"mushroom, morels",3,,,,,,"mushrooms, esp. black trumpet, button, chanterelles, cremini, morels,",
salmon,mussels,1,,,,,,mussels,
salmon,"mustard, Dijon",3,,,,,,"MUSTARD: Dijon, whole grain",
salmon,"mustard, seeds",2,,,,,,mustard seeds,
salmon,"mustard, whole grain",3,,,,,,"MUSTARD: Dijon, whole grain",
salmon,nutmeg,2,,,,,,nutmeg,
salmon,"oil, canola",3,,,,,,"OIL: canola, corn, grapeseed, peanut (for cooking), sesame, vegetable (for",
salmon,"oil, corn",3,,,,,,"OIL: canola, corn, grapeseed, peanut (for cooking), sesame, vegetable (for",
salmon,"oil, grapeseed",3,,,,,,"OIL: canola, corn, grapeseed, peanut (for cooking), sesame, vegetable (for",
salmon,"oil, peanut",3,,,,,,"OIL: canola, corn, grapeseed, peanut (for cooking), sesame, vegetable (for",
salmon,"oil, sesame",3,,,,,,"OIL: canola, corn, grapeseed, peanut (for cooking), sesame, vegetable (for",
salmon,"oil, truffle",1,,,,,,"truffles: oil, shaved, white",
salmon,"oil, vegetable",3,,,,,,"OIL: canola, corn, grapeseed, peanut (for cooking), sesame, vegetable (for",
salmon,olive oil,3,,,,,,OLIVE OIL,
salmon,olives,1,,,,,,"olives, esp. black, niçoise, picholine, Provençal",
salmon,"olives, black",3,,,,,,"olives, esp. black, niçoise, picholine, Provençal",
salmon,"olives, niçoise",3,,,,,,"olives, esp. black, niçoise, picholine, Provençal",
salmon,"olives, picholine",3,,,,,,"olives, esp. black, niçoise, picholine, Provençal",
salmon,"olives, Provençal",3,,,,,,"olives, esp. black, niçoise, picholine, Provençal",
salmon,onion,3,,,,,,"ONIONS, esp. pearl, red, Vidalia, white",
salmon,"onion, pearl",4,,,,,,"ONIONS, esp. pearl, red, Vidalia, white",
salmon,"onion, red",4,,,,,,"ONIONS, esp. pearl, red, Vidalia, white",
salmon,"onion, Vidalia",4,,,,,,"ONIONS, esp. pearl, red, Vidalia, white",
salmon,"onion, white",4,,,,,,"ONIONS, esp. pearl, red, Vidalia, white",
salmon,"orange, juice",2,,,,,,"orange: juice, zest",
salmon,"orange, zest",2,,,,,,"orange: juice, zest",
salmon,oyster,1,,,,,,oysters,
salmon,oyster,1,,,,,,oysters,
salmon,pancetta,1,,,,,,pancetta,
salmon,paprika,1,,,,,,paprika,
salmon,"parsley, flat-leaf",3,,,,,,"PARSLEY, flat-leaf",
salmon,peas,1,,,,,,peas,
salmon,"pepper, black",3,,,,,,"PEPPER: black, green, pink, red, white",
salmon,"pepper, green",3,,,,,,"PEPPER: black, green, pink, red, white",
salmon,"pepper, pink",3,,,,,,"PEPPER: black, green, pink, red, white",
salmon,"pepper, red",3,,,,,,"PEPPER: black, green, pink, red, white",
salmon,"pepper, white",3,,,,,,"PEPPER: black, green, pink, red, white",
salmon,Pernod,1,,,,,,Pernod,
salmon,pike,1,,,,,,pike,
salmon,pineapple,2,,,,,,pineapple and pineapple juice,
salmon,"pineapple, juice",2,,,,,,pineapple and pineapple juice,
salmon,pistachio,1,,,,,,pistachios,
salmon,polenta,1,,,,,,polenta,
salmon,ponzu sauce,1,,,,,,ponzu sauce,
salmon,port,1,,,,,,port,
salmon,potato,3,,,,,,POTATOES,
salmon,radish,1,,,,,,radishes,
salmon,ramp,1,,,,,,ramps,
salmon,rice,1,,,,,,"rice (e.g., basmati, sushi)",
salmon,"roe, flying fish",1,,,,,,"roe: flying fish, salmon",
salmon,"roe, salmon",1,,,,,,"roe: flying fish, salmon",
salmon,rosemary,1,,,,,,rosemary,
salmon,saffron,1,,,,,,saffron,
salmon,sake,1,,,,,,sake,
salmon,"salt, kosher",3,,,,,,"SALT: kosher, sea",
salmon,"salt, sea",3,,,,,,"SALT: kosher, sea",
salmon,sauce,1,,,,,,"sauces: béarnaise, beurre blanc, brown butter hollandaise",
salmon,"sauce, béarnaise",1,,,,,,"sauces: béarnaise, beurre blanc, brown butter hollandaise",
salmon,"sauce, beurre blanc",1,,,,,,beurre blanc,
salmon,"sauce, beurre blanc",1,,,,,,"sauces: béarnaise, beurre blanc, brown butter hollandaise",
salmon,"sauce, brown butter",1,,,,,,"sauces: béarnaise, beurre blanc, brown butter hollandaise",
salmon,"sauce, hollandaise",1,,,,,,"sauces: béarnaise, beurre blanc, brown butter hollandaise",
salmon,scallion,2,,,,,,scallions,
salmon,scallop,1,,,,,,scallops,
salmon,"sesame, seeds",2,,,,,,sesame seeds,
salmon,shallot,3,,,,,,SHALLOTS,
salmon,shiso,1,,,,,,shiso leaves,
salmon,smoked salmon,1,,,,,,smoked salmon,
salmon,sole,1,,,,,,sole,
salmon,sorrel,2,,,,,,sorrel,
salmon,sour cream,1,,,,,,sour cream,
salmon,soy sauce,1,,,,,,soy sauce,
salmon,spinach,1,,,,,,spinach,
salmon,"stock, chicken",3,,,,,,"STOCKS: chicken, fish, mussels, veal, vegetable",
salmon,"stock, fish",3,,,,,,"STOCKS: chicken, fish, mussels, veal, vegetable",
salmon,"stock, mussels",3,,,,,,"STOCKS: chicken, fish, mussels, veal, vegetable",
salmon,"stock, veal",3,,,,,,"STOCKS: chicken, fish, mussels, veal, vegetable",
salmon,"stock, vegetable",3,,,,,,"STOCKS: chicken, fish, mussels, veal, vegetable",
salmon,"sugar, brown",2,,,,,,"sugar: brown, white",
salmon,"sugar, white",2,,,,,,"sugar: brown, white",
salmon,sushi,1,,,,,,"rice (e.g., basmati, sushi)",
salmon,tamarind,1,,,,,,tamarind,
salmon,tarragon,2,,,,,,tarragon,
salmon,thyme,3,,,,,,THYME,
salmon,tilefish,1,,,,,,tilefish,
salmon,tomato,3,,,,,,TOMATOES,
salmon,"tomato, sun-dried",1,,,,,,"tomatoes, sun-dried",
salmon,"truffle, shaved",1,,,,,,"truffles: oil, shaved, white",
salmon,"truffle, white",1,,,,,,"truffles: oil, shaved, white",
salmon,turmeric,1,,,,,,turmeric,
salmon,vanilla,1,,,,,,vanilla,
salmon,vermouth,1,,,,,,vermouth,
salmon,vinaigrette,1,,,,,,vinaigrette,
salmon,"VINEGAR, balsamic",3,,,,,,"VINEGAR, e.g., balsamic, champagne, cider, red wine, rice, sherry, white",
salmon,"vinegar, champagne",3,,,,,,"VINEGAR, e.g., balsamic, champagne, cider, red wine, rice, sherry, white",
salmon,"VINEGAR, cider",3,,,,,,"VINEGAR, e.g., balsamic, champagne, cider, red wine, rice, sherry, white",
salmon,"vinegar, red wine",3,,,,,,"VINEGAR, e.g., balsamic, champagne, cider, red wine, rice, sherry, white",
salmon,"vinegar, rice",3,,,,,,"VINEGAR, e.g., balsamic, champagne, cider, red wine, rice, sherry, white",
salmon,"vinegar, sherry",3,,,,,,"VINEGAR, e.g., balsamic, champagne, cider, red wine, rice, sherry, white",
salmon,"VINEGAR, white",3,,,,,,"VINEGAR, e.g., balsamic, champagne, cider, red wine, rice, sherry, white",
salmon,watercress,2,,,,,,watercress,
salmon,wine,1,,,,,,wine,
salmon,"wine, Cabernet Sauvignon",3,,,,,,"WINE: dry white or red (Cabernet Sauvignon, Pinot Noir)",
salmon,"wine, champagne",1,,,,,,Champagne,
salmon,"wine, madeira",1,,,,,,Madeira,
salmon,"wine, Pinot Noir",3,,,,,,"WINE: dry white or red (Cabernet Sauvignon, Pinot Noir)",
salmon,"wine, red",3,,,,,,"WINE: dry white or red (Cabernet Sauvignon, Pinot Noir)",
salmon,zucchini,1,,,,,,zucchini,
"salmon, cured",aquavit,1,,,,,,aquavit,
"salmon, cured",avocado,1,,,,,,avocados,
"salmon, cured",basil,1,,,,,,basil,
"salmon, cured","beans, white",1,,,,,,"beans, white",
"salmon, cured","bell pepper, red",1,,,,,,"bell peppers, red",
"salmon, cured","bread, pumpernickel",1,,,,,,bread pumpernickel,
"salmon, cured","bread, rye",1,,,,,,bread rye,
"salmon, cured",caviar,1,,,,,,caviar,
"salmon, cured",cayenne,1,,,,,,cayenne,
"salmon, cured",chive,1,,,,,,chives,
"salmon, cured",cream,1,,,,,,cream,
"salmon, cured",cream cheese,1,,,,,,cream cheese,
"salmon, cured",crème fraîche,1,,,,,,crème fraîche,
"salmon, cured",dill,2,,,,,,dill,
"salmon, cured",honey,1,,,,,,honey,
"salmon, cured",horseradish,1,,,,,,horseradish,
"salmon, cured","lemon, juice",2,,,,,,lemon juice,
"salmon, cured","lemon, zest",2,,,,,,lemon zest,
"salmon, cured","lentils, green",1,,,,,,"lentils, green",
"salmon, cured","lime, juice",2,,,,,,lime juice,
"salmon, cured","lime, zest",2,,,,,,lime zest,
"salmon, cured","mustard, dijon",1,,,,,,mustard dijon,
"salmon, cured","mustard, dry",1,,,,,,mustard dry,
"salmon, cured",olive oil,1,,,,,,olive oil,
"salmon, cured","orange, zest",1,,,,,,"orange, zest",
"salmon, cured","pepper, black",2,,,,,,"pepper, black",
"salmon, cured","pepper, white",2,,,,,,"pepper, white",
"salmon, cured",potato,1,,,,,,potatoes,
"salmon, cured","salt, kosher",2,,,,,,salt kosher,
"salmon, cured","salt, sea",2,,,,,,salt sea,
"salmon, cured",shallot,1,,,,,,shallots,
"salmon, cured",sour cream,1,,,,,,sour cream,
"salmon, cured",sugar,1,,,,,,sugar,
"salmon, cured",tarragon,1,,,,,,tarragon,
"salmon, cured",tomato,1,,,,,,tomatoes,
"salmon, cured","wine, champagne",1,,,,,,champagne,
"salmon, smoked",artichoke,1,,,,,,artichokes,
"salmon, smoked",avocado,1,,,,,,avocados,
"salmon, smoked","bell pepper, roasted",1,,,,,,"bell peppers, roasted",
"salmon, smoked",blini,2,,,,,,blini,
"salmon, smoked","bread, bagel",2,,,,,,bread bagels,
"salmon, smoked","bread, pumpernickel",2,,,,,,bread pumpernickel,
"salmon, smoked","bread, rye",2,,,,,,bread rye,
"salmon, smoked","bread, white",2,,,,,,bread white,
"salmon, smoked",breakfast,1,,,,,,breakfast / brunch,
"salmon, smoked","butter, clarified",2,,,,,,butter clarified,
"salmon, smoked","butter, unsalted",2,,,,,,butter unsalted,
"salmon, smoked",capers,1,,,,,,capers,
"salmon, smoked",caviar,2,,,,,,caviar,
"salmon, smoked",celery,1,,,,,,celery,
"salmon, smoked",celery root,1,,,,,,celery root,
"salmon, smoked",chervil,2,,,,,,chervil,
"salmon, smoked",chicory,1,,,,,,chicory,
"salmon, smoked",chive,3,,,,,,chives,
"salmon, smoked",cilantro,1,,,,,,cilantro,
"salmon, smoked",cream,2,,,,,,cream,
"salmon, smoked",cream cheese,3,,,,,,cream cheese,
"salmon, smoked",crème fraîche,2,,,,,,crème fraîche,
"salmon, smoked",cucumber,2,,,,,,cucumbers,
"salmon, smoked",cumin,1,,,,,,cumin,
"salmon, smoked",daikon,1,,,,,,daikon,
"salmon, smoked",dill,3,,,,,,dill,
"salmon, smoked",egg,2,,,,,,"eggs, esp. hard-boiled, and egg salad",
"salmon, smoked",egg salad,3,,,,,,"eggs, esp. hard-boiled, and egg salad",
"salmon, smoked","egg, hard-boiled",3,,,,,,"eggs, esp. hard-boiled, and egg salad",
"salmon, smoked",garlic,2,,,,,,garlic,
"salmon, smoked","ginger, fresh",1,,,,,,"ginger, fresh",
"salmon, smoked",horseradish,1,,,,,,horseradish,
"salmon, smoked",hot sauce,1,,,,,,tabasco sauce,
"salmon, smoked",juniper,1,,,,,,juniper,
"salmon, smoked",leek,2,,,,,,leeks,
"salmon, smoked","lemon, juice",3,,,,,,lemon juice,
"salmon, smoked","lemon, zest",3,,,,,,lemon zest,
"salmon, smoked","lettuce, frisée",1,,,,,,frisée,
"salmon, smoked","lime, juice",1,,,,,,lime juice,
"salmon, smoked","lime, zest",1,,,,,,lime zest,
"salmon, smoked",mascarpone,1,,,,,,mascarpone,
"salmon, smoked",mayonnaise,1,,,,,1,mayonnaise,
"salmon, smoked",monkfish,1,,,,,,monkfish,
"salmon, smoked","mussels, smoked",1,,,,,,"mussels, smoked",
"salmon, smoked","mustard, dijon",1,,,,,,"mustard, dijon",
"salmon, smoked","oil, canola",1,,,,,,"oil, canola",
"salmon, smoked",olive oil,2,,,,,,olive oil,
"salmon, smoked",onion,1,,,,,,"onions, esp. red, sweet",
"salmon, smoked","onion, red",2,,,,,,"onions, esp. red, sweet",
"salmon, smoked","onion, sweet",2,,,,,,"onions, esp. red, sweet",
"salmon, smoked",orange,1,,,,,,orange,
"salmon, smoked",oyster,1,,,,,,oysters,
"salmon, smoked",parsley,1,,,,,,parsley,
"salmon, smoked",pasta,1,,,,,,pasta,
"salmon, smoked","pepper, black",3,,,,,,"pepper, black",
"salmon, smoked","pepper, white",3,,,,,,"pepper, white",
"salmon, smoked",pernod,1,,,,,,pernod,
"salmon, smoked",potato,2,,,,,,potatoes and potato salad,
"salmon, smoked",potato,2,,,,,,potatoes and potato salad,
"salmon, smoked",radish,1,,,,,,radishes,
"salmon, smoked","salad, potato",2,,,,,,potatoes and potato salad,
"salmon, smoked",salmon,1,,,,,,salmon,
"salmon, smoked",salmon roe,1,,,,,,salmon roe,
"salmon, smoked","salt, kosher",2,,,,,,salt kosher,
"salmon, smoked","salt, sea",2,,,,,,salt sea,
"salmon, smoked",scallion,1,,,,,,scallions,
"salmon, smoked",scallop,1,,,,,,scallops,
"salmon, smoked",shallot,2,,,,,,shallots,
"salmon, smoked",shiso,1,,,,,,shiso leaf,
"salmon, smoked",sorrel,1,,,,,,sorrel,
"salmon, smoked",sour cream,2,,,,,,sour cream,
"salmon, smoked",soy sauce,1,,,,,,soy sauce,
"salmon, smoked",spinach,1,,,,,,spinach,
"salmon, smoked","stock, clam",1,,,,,,stocks clam,
"salmon, smoked","stock, fish",1,,,,,,stocks fish,
"salmon, smoked",tarragon,1,,,,,,tarragon,
"salmon, smoked",tea sandwiches,1,,,,,,tea sandwiches,
"salmon, smoked",tomato,1,,,,,,tomatoes,
"salmon, smoked",vinaigrette,2,,,,,,vinaigrette,
"salmon, smoked","vinegar, red wine",2,,,,,,vinegar red wine,
"salmon, smoked","vinegar, rice wine",2,,,,,,vinegar rice wine,
"salmon, smoked","vinegar, sherry",2,,,,,,vinegar sherry,
"salmon, smoked","vinegar, white wine",2,,,,,,vinegar white wine,
"salmon, smoked","wine, champagne",1,,,,,,champagne,
"salmon, smoked",worcestershire sauce,1,,,,,,worcestershire sauce,
"salmon, smoked",yogurt,1,,,,,1,yogurt (say some),
salsify,anchovies,1,,,,,,anchovies,
salsify,butter,2,,,,,,butter,
salsify,"cheese, parmesan",1,,,,,,"cheese, parmesan",
salsify,chive,1,,,,,,chives,
salsify,cream,1,,,,,,cream,
salsify,"duck, prosciutto",1,,,,,,duck prosciutto,
salsify,fish,1,,,,,,"fish (e.g., halibut)",
salsify,halibut,1,,,,,,"fish (e.g., halibut)",
salsify,hollandaise sauce,1,,,,,,hollandaise sauce,
salsify,"lemon, juice",3,,,,,,"lemon, juice",
salsify,maple syrup,1,,,,,,maple syrup,
salsify,mascarpone,1,,,,,,mascarpone,
salsify,mayonnaise,1,,,,,,mayonnaise,
salsify,mushroom,1,,,,,,mushrooms,
salsify,nutmeg,1,,,,,,nutmeg,
salsify,"oil, peanut",1,,,,,,"oil, peanut",
salsify,onion,1,,,,,,onions,
salsify,orange,1,,,,,,orange,
salsify,parsley,2,,,,,,parsley,
salsify,"pepper, black",2,,,,,,"pepper, black",
salsify,polenta,1,,,,,,polenta,
salsify,prosciutto,2,,,,,,prosciutto,
salsify,rice,1,,,,,,rice,
salsify,sage,1,,,,,,sage,
salsify,"salmon, smoked",1,,,,,,"salmon, smoked",
salsify,"salt, kosher",2,,,,,,"salt, kosher",
salsify,scallion,1,,,,,,scallions,
salsify,shallot,1,,,,,,shallots,
salsify,sorrel,1,,,,,,sorrel,
salsify,soup,2,,,,,,soups,
salsify,"stock, chicken",1,,,,,,"stock, chicken",
salsify,"thyme, fresh",2,,,,,,"thyme, fresh",
salsify,"truffle, black",1,,,,,,"truffles, black",
salsify,vinaigrette,1,,,,,,vinaigrettes,
"salt, fleur de sel","beef, steak",1,,,,,,steak,
"salt, fleur de sel",chicken,1,,,,,,chicken,
"salt, fleur de sel",cold dishes,1,,,,,,cold dishes,
"salt, fleur de sel",meat,1,,,,,,meats,
"salt, fleur de sel",radish,1,,,,,,radishes,
"salt, fleur de sel",salad,1,,,,,,salads,
"salt, hawaiian","beef, steak",1,,,,,,steak,
"salt, hawaiian",ceviche,1,,,,,,ceviche,
"salt, hawaiian",chicken,1,,,,,,chicken,
"salt, hawaiian",lamb,1,,,,,,lamb,
"salt, hawaiian",meat,1,,,,,,"meat, esp. barbecued",
"salt, hawaiian","meat, barbecued",2,,,,,,"meat, esp. barbecued",
"salt, hawaiian",pork,1,,,,,,pork,
"salt, hawaiian",seafood,1,,,,,,seafood,
"salt, hawaiian",tomato,2,,,,,,"vegetables, esp. tomatoes",
"salt, hawaiian",vegetables,1,,,,,,"vegetables, esp. tomatoes",
"salt, japanese",fish,1,,,,,,fish,
"salt, japanese",foie gras,1,,,,,,foie gras,
"salt, japanese",salmon,1,,,,,,salmon,
"salt, japanese",sashimi,1,,,,,,sashimi,
"salt, japanese",squid,1,,,,,,squid,
"salt, kosher",bread,1,,,,,,breads,
"salt, kosher",brine,1,,,,,,brines,
"salt, kosher",charcuterie,1,,,,,,charcuterie,
"salt, kosher",cocktails,1,,,,,,"cocktails, esp. rims",
"salt, kosher","cocktails, rims",2,,,,,,"cocktails, esp. rims",
"salt, kosher",meat,1,,,,,,meats,
"salt, kosher",potato,1,,,,,,potatoes,
"salt, kosher",pretzels,1,,,,,,pretzels,
"salt, kosher",toasts,1,,,,,,toasts,
"salt, maldon",baked goods,1,,,,,,baking,
"salt, maldon",finishing dishes,1,,,,,,finishing dishes,
"salt, maldon",fish,1,,,,,,fish,
"salt, maldon",fish,1,,,,,,"fish, esp. raw",
"salt, maldon","fish, raw",2,,,,,,"fish, esp. raw",
"salt, maldon",lobster,1,,,,,,lobster,
"salt, maldon",meat,1,,,,,,meats,
"salt, maldon",seafood,1,,,,,,seafood,
"salt, maldon","vegetables, delicate",1,,,,,,"vegetables, delicate",
"salt, maldon","vegetables, hearty",1,,,,,,"vegetables, hearty",
"salt, smoked","beef, steak",1,,,,,,steak,
"salt, smoked",brine,1,,,,,,"brines, esp. for pork",
"salt, smoked","brine, for pork",2,,,,,,"brines, esp. for pork",
"salt, smoked",chicken,1,,,,,,chicken,
"salt, smoked",fish,1,,,,,,"fish, esp. raw",
"salt, smoked","fish, raw",2,,,,,,"fish, esp. raw",
"salt, smoked","meat, barbecued",1,,,,,,meats barbecued,
"salt, smoked","meat, red",1,,,,,,meats red,
"salt, smoked",pork,1,,,,,,pork,
"salt, smoked","potato, baked",1,,,,,,"potatoes, baked",
"salt, smoked",salmon,1,,,,,,salmon,
"salt, smoked",sardines,1,,,,,,sardines,
"salt, smoked",seafood,1,,,,,,seafood,
"salt, smoked",tuna,1,,,,,,tuna,
"salt, smoked",vegetarian dishes,1,,,,,,vegetarian dishes,
"salt, truffle",egg dishes,1,,,,,,egg dishes,
"salt, truffle",pasta,1,,,,,,pastas,
"salt, truffle",popcorn,1,,,,,,popcorn,
"salt, truffle",potato,1,,,,,,potatoes,
"salt, truffle",risotto,1,,,,,,risotto,
"salt, truffle",salad,1,,,,,,salads and salad dressing,
"salt, truffle",salad,1,,,,,,salads and salad dressing,
"salt, truffle",salad dressings,1,,,,,,salads and salad dressing,
"salt, vanilla",chicken,1,,,,,,chicken,
"salt, vanilla",chocolate,1,,,,,,"chocolate, esp. dark",
"salt, vanilla","chocolate, dark",2,,,,,,"chocolate, esp. dark",
"salt, vanilla",lamb,1,,,,,,lamb,
"salt, vanilla",meat,1,,,,,,meats,
"salt, vanilla",mussels,1,,,,,,mussels,
"salt, vanilla",nuts,1,,,,,,nuts,
"salt, vanilla",pork,1,,,,,,pork,
"salt, vanilla",pumpkin,1,,,,,,pumpkin,
"salt, vanilla",scallop,2,,,,,,"shellfish, esp. lobster or scallops",
